Symbol	EndDate	StateTypeCode	Area	ApplyTypeCode	ApplyType	Patents	Invention	UtilityModel	Design
300458	2015-12-31	1	1	S5202	已获得	40	36	4	0
300459	2015-12-31	1	1	S5206	截止报告期末累计已授权	24			
300459	2015-12-31	1	1	S5203	已授权		4		
300461	2015-12-31	1	1	S5204	截至报告期末累计获得	126	16	110	0
300461	2015-12-31	1	1	S5201	已申请	37			
300461	2015-12-31	1	1	S5203	已授权	25	3	22	0
300462	2015-12-31	1	1	S5202	已获得		1	2	
300462	2015-12-31	1	1	S5201	已申请		4	2	
300463	2015-12-31	1	1	S5204	截至报告期末累计获得	102	8	69	25
300463	2015-12-31	1	1	S5202	已获得	35			
300464	2015-12-31	1	1	S5204	截至报告期末累计获得	99	1	92	6
300464	2015-12-31	1	1	S5202	已获得	29	1	26	2
300464	2015-12-31	1	1	S5205	截止报告期末累计已被受理	31			
300466	2015-12-31	1	1	S5204	截至报告期末累计获得	58	18		
300466	2015-12-31	1	1	S5201	已申请	13	2	8	
300466	2015-12-31	1	1	S5203	已授权	14	2	12	0
300466	2015-12-31	1	2	S5203	已授权		1		
300467	2015-12-31	1	1	S5203	已授权		1		
300467	2015-12-31	1	1	S5206	截止报告期末累计已授权		1		2
300467	2015-12-31	1	1	S5205	截止报告期末累计已被受理		3		
300469	2015-12-31	1	1	S5206	截止报告期末累计已授权	7			
300469	2015-12-31	1	1	S5202	已获得	3	2	0	1
300470	2015-12-31	1	1	S5202	已获得	34			
300470	2015-12-31	1	1	S5201	已申请	7			
300470	2015-12-31	1	1	S5203	已授权		3	5	
300471	2015-12-31	1	1	S5204	截至报告期末累计获得	172	12	138	22
300472	2015-12-31	1	1	S5202	已获得		8	29	
300472	2015-12-31	1	1	S5201	已申请		4	8	
300475	2015-12-31	1	1	S5201	已申请	73	43	28	2
300475	2015-12-31	1	1	S5202	已获得	34	6	19	9
300475	2015-12-31	1	1	S5204	截至报告期末累计获得	119	33	62	24
300476	2015-12-31	1	1	S5204	截至报告期末累计获得	162	22	139	1
300477	2015-12-31	1	1	S5202	已获得	14	6	8	0
300478	2015-12-31	1	1	S5202	已获得			10	
300478	2015-12-31	1	1	S5204	截至报告期末累计获得	28			
300479	2015-12-31	1	1	S5202	已获得	12	12	0	0
300479	2015-12-31	1	1	S5204	截至报告期末累计获得	54	23		
300480	2015-12-31	1	1	S5204	截至报告期末累计获得	241	28	201	12
300480	2015-12-31	1	1	S5201	已申请	97	31	64	2
300480	2015-12-31	1	1	S5202	已获得	114	16	94	4
300481	2015-12-31	1	1	S5206	截止报告期末累计已授权	23	15	8	0
300482	2015-12-31	1	1	S5204	截至报告期末累计获得	125	23	57	45
300482	2015-12-31	1	1	S5203	已授权	34	6	16	12
300482	2015-12-31	1	2	S5203	已授权		1		
300483	2015-12-31	1	1	S5204	截至报告期末累计获得	130			
300484	2015-12-31	1	1	S5204	截至报告期末累计获得	35	3	20	12
300485	2015-12-31	1	1	S5204	截至报告期末累计获得	33	26	4	3
300485	2015-12-31	1	1	S5206	截止报告期末累计已授权		2		
300485	2015-12-31	1	1	S5202	已获得	9	4	3	2
300485	2015-12-31	1	1	S5201	已申请	5	5	0	0
300488	2015-12-31	1	1	S5204	截至报告期末累计获得	38	7	29	2
300488	2015-12-31	1	1	S5202	已获得	39	8	29	2
300488	2015-12-31	1	1	S5201	已申请		9	7	
300489	2015-12-31	1	1	S5204	截至报告期末累计获得		8	14	
300490	2015-12-31	1	1	S5204	截至报告期末累计获得	119			
300491	2015-12-31	1	1	S5204	截至报告期末累计获得	44	2	35	7
300491	2015-12-31	1	1	S5202	已获得	8			
300493	2015-12-31	1	1	S5204	截至报告期末累计获得	5			
300494	2015-12-31	1	1	S5204	截至报告期末累计获得		3		
300497	2015-12-31	1	1	S5204	截至报告期末累计获得	13			
300497	2015-12-31	1	1	S5205	截止报告期末累计已被受理		12		
300497	2015-12-31	1	1	S5202	已获得		3		
300497	2015-12-31	1	1	S5201	已申请		6		
300498	2015-12-31	1	1	S5204	截至报告期末累计获得	119	31		
300498	2015-12-31	1	1	S5203	已授权	50			
300499	2015-12-31	1	1	S5204	截至报告期末累计获得	111	15		
300499	2015-12-31	1	1	S5202	已获得	16	2		
300500	2015-12-31	1	1	S5204	截至报告期末累计获得	70	9		
300506	2015-12-31	1	1	S5202	已获得	51	3	31	17
600005	2015-12-31	1	1	S5205	截止报告期末累计已被受理	783	371		
600006	2015-12-31	1	1	S5203	已授权	176	16	138	22
600006	2015-12-31	1	1	S5201	已申请		5	10	
600008	2015-12-31	1	1	S5204	截至报告期末累计获得	26	3		
600010	2015-12-31	1	1	S5205	截止报告期末累计已被受理	448			
600010	2015-12-31	1	1	S5206	截止报告期末累计已授权	227			
600018	2015-12-31	1	1	S5205	截止报告期末累计已被受理		13		
600018	2015-12-31	1	1	S5206	截止报告期末累计已授权		2		
600028	2015-12-31	1	1	S5203	已授权	3769			
600028	2015-12-31	1	1	S5201	已申请	5246			
600031	2015-12-31	1	1	S5205	截止报告期末累计已被受理	6641			
600031	2015-12-31	1	1	S5206	截止报告期末累计已授权	5017			
600055	2015-12-31	1	1	S5202	已获得	2			
600056	2015-12-31	1	1	S5203	已授权		10		
000952	2015-12-31	1	1	S5204	截至报告期末累计获得		26	10	
000952	2015-12-31	1	1	S5201	已申请		4		
000952	2015-12-31	1	1	S5202	已获得		3	1	
000957	2015-12-31	1	1	S5201	已申请	48			
000957	2015-12-31	1	1	S5203	已授权	39	6		
000959	2015-12-31	1	1	S5203	已授权	137			
000959	2015-12-31	1	1	S5201	已申请	84			
000960	2015-12-31	1	1	S5201	已申请	52			
000960	2015-12-31	1	1	S5203	已授权	9			
000962	2015-12-31	1	1	S5204	截至报告期末累计获得	9			
000962	2015-12-31	1	1	S5203	已授权	13			
000962	2015-12-31	1	1	S5206	截止报告期末累计已授权	88			
000963	2015-12-31	1	1	S5204	截至报告期末累计获得		45		
000963	2015-12-31	1	1	S5202	已获得		10		
000963	2015-12-31	1	1	S5201	已申请		6		
000967	2015-12-31	1	1	S5206	截止报告期末累计已授权	262			
000968	2015-12-31	1	1	S5204	截至报告期末累计获得	29	7	22	0
000968	2015-12-31	1	1	S5202	已获得	1	1	0	0
000969	2015-12-31	1	1	S5206	截止报告期末累计已授权	211			
000969	2015-12-31	1	1	S5201	已申请	68			
000969	2015-12-31	1	1	S5203	已授权	56			
000970	2015-12-31	1	1	S5204	截至报告期末累计获得	309	102	189	18
000970	2015-12-31	1	1	S5201	已申请	47	21	24	2
000970	2015-12-31	1	1	S5202	已获得	57	24	31	2
000973	2015-12-31	1	1	S5203	已授权		4	1	
000973	2015-12-31	1	1	S5201	已申请	23	18	4	1
000973	2015-12-31	1	1	S5204	截至报告期末累计获得	62	34	27	1
000973	2015-12-31	1	1	S5202	已获得	21	12	8	1
000980	2015-12-31	1	1	S5204	截至报告期末累计获得	47	3	44	0
000980	2015-12-31	1	1	S5202	已获得	10	0	10	0
000980	2015-12-31	1	1	S5201	已申请	17	1	16	0
000985	2015-12-31	1	1	S5204	截至报告期末累计获得	8	4	2	2
000988	2015-12-31	1	1	S5204	截至报告期末累计获得	356			
000988	2015-12-31	1	1	S5201	已申请	83			
000989	2015-12-31	1	1	S5201	已申请	42	24		
000990	2015-12-31	1	1	S5201	已申请	72			
000990	2015-12-31	1	1	S5203	已授权		61		
000990	2015-12-31	1	2	S5203	已授权		7		
000998	2015-12-31	1	1	S5202	已获得	10			
000999	2015-12-31	1	1	S5201	已申请	78	66	12	0
000999	2015-12-31	1	1	S5203	已授权		8		
000999	2015-12-31	1	1	S5204	截至报告期末累计获得	251	133	33	85
000999	2015-12-31	1	1	S5202	已获得	39	25	14	0
001979	2015-12-31	1	1	S5205	截止报告期末累计已被受理		1		
002001	2015-12-31	1	1	S5203	已授权	20			
002002	2015-12-31	1	1	S5201	已申请	28	17	11	0
002002	2015-12-31	1	1	S5202	已获得	14	5	9	0
002002	2015-12-31	1	1	S5204	截至报告期末累计获得	14	5	9	0
002003	2015-12-31	1	1	S5204	截至报告期末累计获得	232	38	169	25
002003	2015-12-31	1	1	S5203	已授权	84	14		
002003	2015-12-31	1	1	S5201	已申请	153	65	78	10
002003	2015-12-31	1	1	S5202	已获得	121	26	87	8
002004	2015-12-31	1	1	S5204	截至报告期末累计获得		58	12	
002004	2015-12-31	1	2	S5204	截至报告期末累计获得		1		
002005	2015-12-31	1	1	S5204	截至报告期末累计获得	505	63		
002005	2015-12-31	1	1	S5201	已申请	95	18		
002006	2015-12-31	1	1	S5201	已申请		5	27	
002006	2015-12-31	1	1	S5203	已授权	10	1		
002006	2015-12-31	1	1	S5202	已获得	10	1	9	0
002006	2015-12-31	1	1	S5204	截至报告期末累计获得	156	10	144	2
002007	2015-12-31	1	1	S5203	已授权		3		
002008	2015-12-31	1	1	S5204	截至报告期末累计获得	1823	405	1191	227
002009	2015-12-31	2	1	S5206	截止报告期末累计已授权	356	87	269	0
002009	2015-12-31	1	1	S5201	已申请	7			
002011	2015-12-31	1	1	S5204	截至报告期末累计获得	43			
002011	2015-12-31	1	1	S5203	已授权	12			
002011	2015-12-31	1	1	S5201	已申请	9			
002013	2015-12-31	1	1	S5201	已申请	752	459	293	0
002014	2015-12-31	1	1	S5206	截止报告期末累计已授权	175	43	130	2
002014	2015-12-31	1	1	S5201	已申请	95	34	60	1
002014	2015-12-31	1	1	S5202	已获得	82	25	56	1
002015	2015-12-31	1	1	S5201	已申请	1	1	0	0
002015	2015-12-31	1	1	S5202	已获得	8	2	6	0
002015	2015-12-31	1	1	S5204	截至报告期末累计获得	9	3	6	0
002019	2015-12-31	1	1	S5206	截止报告期末累计已授权	38	33	3	2
002020	2015-12-31	1	1	S5204	截至报告期末累计获得	44	43	1	0
002020	2015-12-31	1	1	S5201	已申请	33	33	0	0
002020	2015-12-31	1	1	S5202	已获得	9	9	0	0
002021	2015-12-31	1	1	S5201	已申请	72	20	46	6
002021	2015-12-31	1	1	S5202	已获得	39	3	29	7
002021	2015-12-31	1	1	S5204	截至报告期末累计获得	172	32	103	37
002022	2015-12-31	1	1	S5202	已获得		2	4	
002022	2015-12-31	1	1	S5201	已申请	7			
002023	2015-12-31	1	1	S5201	已申请		1	9	
002023	2015-12-31	1	1	S5203	已授权		3		
002023	2015-12-31	1	1	S5206	截止报告期末累计已授权	88	3	78	7
002023	2015-12-31	1	1	S5204	截至报告期末累计获得	58			
002024	2015-12-31	1	1	S5202	已获得		23		
002025	2015-12-31	1	1	S5206	截止报告期末累计已授权	637	168		
002025	2015-12-31	1	1	S5201	已申请	94			
002025	2015-12-31	1	1	S5203	已授权	52	28	24	0
002030	2015-12-31	1	1	S5206	截止报告期末累计已授权	9	3	6	0
002031	2015-12-31	1	1	S5204	截至报告期末累计获得	53	9	41	3
002031	2015-12-31	1	2	S5204	截至报告期末累计获得		2		
002032	2015-12-31	1	1	S5204	截至报告期末累计获得		7		
002526	2015-12-31	1	1	S5202	已获得	27			
002531	2015-12-31	1	1	S5203	已授权	38			
600112	2016-12-31	1	1	S5202	已获得	21	10	11	0
600114	2016-12-31	1	1	S5204	截至报告期末累计获得	149	35	110	4
600114	2016-12-31	1	1	S5203	已授权		8	34	
600114	2016-12-31	1	1	S5201	已申请		14	3	
600118	2016-12-31	1	1	S5202	已获得	149			
600122	2016-12-31	1	1	S5202	已获得	4			
600126	2016-12-31	1	1	S5201	已申请		2		
600126	2016-12-31	1	1	S5202	已获得			1	
600127	2016-12-31	1	1	S5201	已申请	10	2	7	1
600127	2016-12-31	1	1	S5203	已授权		1		
600129	2016-12-31	1	1	S5201	已申请	8			
600129	2016-12-31	1	1	S5203	已授权	18			
600129	2016-12-31	1	1	S5202	已获得	85			
600133	2016-12-31	1	1	S5202	已获得		6		
600133	2016-12-31	1	1	S5201	已申请	14			
600135	2016-12-31	1	1	S5201	已申请	15			
600135	2016-12-31	1	1	S5203	已授权	17			
600141	2016-12-31	1	1	S5203	已授权	69			
600141	2016-12-31	1	1	S5204	截至报告期末累计获得	218			
600143	2016-12-31	1	1	S5205	截止报告期末累计已被受理		2028		
600143	2016-12-31	1	2	S5205	截止报告期末累计已被受理		39		
600148	2016-12-31	1	1	S5203	已授权	27			
600151	2016-12-31	1	1	S5201	已申请	76	39		
600151	2016-12-31	1	2	S5201	已申请	3	3		
600151	2016-12-31	1	1	S5203	已授权	45	10		
600160	2016-12-31	1	1	S5203	已授权	25	13	6	6
600160	2016-12-31	1	2	S5202	已获得		1		
600160	2016-12-31	1	1	S5204	截至报告期末累计获得	108	60	42	6
600165	2016-12-31	1	1	S5202	已获得			5	
600165	2016-12-31	1	1	S5204	截至报告期末累计获得	19	10	8	1
600165	2016-12-31	1	1	S5203	已授权	3			
600165	2016-12-31	1	1	S5201	已申请	13			
600169	2016-12-31	1	1	S5201	已申请	105	79		
600169	2016-12-31	1	1	S5203	已授权	109	66		
600171	2016-12-31	1	1	S5205	截止报告期末累计已被受理	564			
600171	2016-12-31	1	1	S5206	截止报告期末累计已授权	361	165		
600171	2016-12-31	1	1	S5201	已申请	32	25		
600171	2016-12-31	1	1	S5203	已授权	29	21		
600172	2016-12-31	1	1	S5206	截止报告期末累计已授权	24			
600172	2016-12-31	1	1	S5201	已申请	30			
600175	2016-12-31	1	1	S5201	已申请	3			
600176	2016-12-31	1	1	S5201	已申请	74	48	26	0
600176	2016-12-31	1	2	S5201	已申请	16	16		
600176	2016-12-31	1	1	S5203	已授权	72	19	53	0
600176	2016-12-31	1	2	S5203	已授权	2	2		
600176	2016-12-31	1	1	S5204	截至报告期末累计获得	497	70		
600176	2016-12-31	1	2	S5204	截至报告期末累计获得	8	8		
600178	2016-12-31	1	1	S5204	截至报告期末累计获得	248	5		
600184	2016-12-31	1	1	S5201	已申请	36			
600184	2016-12-31	1	1	S5203	已授权	24	10		
600192	2016-12-31	1	1	S5205	截止报告期末累计已被受理	67	3	55	9
600195	2016-12-31	1	1	S5201	已申请	43			
600195	2016-12-31	1	1	S5203	已授权	25			
600196	2016-12-31	1	1	S5201	已申请	71			
600196	2016-12-31	1	2	S5201	已申请	32	6		
600196	2016-12-31	1	1	S5203	已授权	28	20		
600196	2016-12-31	1	2	S5203	已授权	2	2		
600199	2016-12-31	1	1	S5202	已获得	82	14	22	46
600200	2016-12-31	1	1	S5204	截至报告期末累计获得	4			
600200	2016-12-31	1	1	S5206	截止报告期末累计已授权	5			
600201	2016-12-31	1	1	S5201	已申请	28			
600202	2016-12-31	1	1	S5202	已获得		2	1	
600202	2016-12-31	1	1	S5201	已申请		1	4	
600206	2016-12-31	1	1	S5201	已申请	31	19	12	0
600206	2016-12-31	1	1	S5205	截止报告期末累计已被受理	111			
600207	2016-12-31	1	1	S5201	已申请	16			
600207	2016-12-31	1	1	S5203	已授权		5	9	
600207	2016-12-31	1	1	S5206	截止报告期末累计已授权	82	30		
600210	2016-12-31	1	1	S5201	已申请	71	22	48	1
600210	2016-12-31	1	1	S5203	已授权	27	9	16	2
600216	2016-12-31	1	1	S5201	已申请		27		
600216	2016-12-31	1	1	S5203	已授权		16		
600220	2016-12-31	1	1	S5201	已申请	118			
600220	2016-12-31	1	1	S5203	已授权	71	4	0	67
600226	2016-12-31	1	1	S5205	截止报告期末累计已被受理	70			
600226	2016-12-31	1	1	S5206	截止报告期末累计已授权	51	42	7	2
600226	2016-12-31	1	1	S5201	已申请	2			
600226	2016-12-31	1	1	S5203	已授权	3	3	0	0
600227	2016-12-31	1	1	S5201	已申请	10			
600227	2016-12-31	1	1	S5203	已授权	4	1	2	1
600228	2016-12-31	1	1	S5201	已申请	1	1	0	0
600228	2016-12-31	1	1	S5202	已获得	1	1	0	0
600232	2016-12-31	1	1	S5204	截至报告期末累计获得	3			
600236	2016-12-31	1	1	S5205	截止报告期末累计已被受理	151			
600243	2016-12-31	1	1	S5204	截至报告期末累计获得	115	9		
600248	2016-12-31	1	1	S5204	截至报告期末累计获得	42	12		
600249	2016-12-31	1	1	S5201	已申请	10			
600252	2016-12-31	1	1	S5201	已申请		54		
600256	2016-12-31	1	1	S5201	已申请	51	24	27	0
600261	2016-12-31	1	1	S5206	截止报告期末累计已授权	364	63	144	157
600262	2016-12-31	1	1	S5204	截至报告期末累计获得	137			
600267	2016-12-31	1	1	S5201	已申请	51	51		
600267	2016-12-31	1	1	S5204	截至报告期末累计获得		254		
600268	2016-12-31	1	1	S5203	已授权	168	38		
600268	2016-12-31	1	1	S5201	已申请	249	110		
600271	2016-12-31	1	1	S5201	已申请	385	278		
600271	2016-12-31	1	1	S5203	已授权		30		
600271	2016-12-31	1	1	S5204	截至报告期末累计获得	654	151		
600273	2016-12-31	1	1	S5205	截止报告期末累计已被受理	32			
600273	2016-12-31	1	1	S5206	截止报告期末累计已授权	27	13		
600276	2016-12-31	1	1	S5205	截止报告期末累计已被受理	116			
600276	2016-12-31	1	2	S5205	截止报告期末累计已被受理		31		
600276	2016-12-31	1	1	S5206	截止报告期末累计已授权	21			
600276	2016-12-31	1	2	S5206	截止报告期末累计已授权	29			
600277	2016-12-31	1	1	S5204	截至报告期末累计获得	15	1	2	
600277	2016-12-31	1	1	S5205	截止报告期末累计已被受理	19	16		
600281	2016-12-31	1	1	S5204	截至报告期末累计获得	16			
600282	2016-12-31	1	1	S5204	截至报告期末累计获得	615	291		
600284	2016-12-31	1	1	S5203	已授权		4	4	
600288	2016-12-31	1	1	S5206	截止报告期末累计已授权	158	81	72	5
600289	2016-12-31	1	1	S5201	已申请		29		
600290	2016-12-31	1	1	S5203	已授权	32	4		
600292	2016-12-31	1	1	S5202	已获得	20			
600295	2016-12-31	1	1	S5203	已授权				18
600295	2016-12-31	1	1	S5201	已申请	21	1	2	18
600302	2016-12-31	1	1	S5203	已授权	50	14		
600308	2016-12-31	1	1	S5201	已申请	11			
600309	2016-12-31	1	1	S5201	已申请	122			
600309	2016-12-31	1	1	S5203	已授权		48		
600312	2016-12-31	1	1	S5203	已授权	97	56		
600313	2016-12-31	1	1	S5201	已申请	10			
600315	2016-12-31	1	1	S5201	已申请	56	19		
600315	2016-12-31	1	2	S5201	已申请	1	1		
600315	2016-12-31	1	1	S5203	已授权	8			
600328	2016-12-31	1	1	S5202	已获得	11	1	9	1
600329	2016-12-31	1	1	S5201	已申请	56	38	9	9
600329	2016-12-31	1	1	S5203	已授权	125	11		
600329	2016-12-31	1	1	S5205	截止报告期末累计已被受理		589		
600329	2016-12-31	1	1	S5206	截止报告期末累计已授权		216		
600330	2016-12-31	1	1	S5206	截止报告期末累计已授权	51	11	40	0
600332	2016-12-31	1	1	S5203	已授权	68	48	2	18
600332	2016-12-31	1	2	S5203	已授权	1			
600332	2016-12-31	1	1	S5201	已申请	69	50	2	17
600336	2016-12-31	1	1	S5201	已申请	156	51		
600336	2016-12-31	1	1	S5203	已授权	137	36		
600339	2016-12-31	1	1	S5204	截至报告期末累计获得	1443			
600339	2016-12-31	1	1	S5201	已申请	236			
600339	2016-12-31	1	1	S5203	已授权	243			
002135	2016-12-31	1	1	S5202	已获得	45	16		
002136	2016-12-31	1	1	S5202	已获得	5	0	5	0
002136	2016-12-31	1	1	S5201	已申请	2	0	2	0
002140	2016-12-31	1	1	S5201	已申请	12			
002140	2016-12-31	1	1	S5203	已授权	16	11	5	0
002144	2016-12-31	1	1	S5204	截至报告期末累计获得	79			
002149	2016-12-31	1	1	S5206	截止报告期末累计已授权	240			
002149	2016-12-31	1	1	S5203	已授权	61			
002150	2016-12-31	1	1	S5204	截至报告期末累计获得	107	5		
002150	2016-12-31	1	1	S5201	已申请	12	2	7	3
002150	2016-12-31	1	1	S5203	已授权	6	0	5	1
002151	2016-12-31	1	1	S5204	截至报告期末累计获得	183			
002151	2016-12-31	1	1	S5203	已授权	28			
002155	2016-12-31	1	1	S5204	截至报告期末累计获得	110	23	87	0
002156	2016-12-31	1	1	S5206	截止报告期末累计已授权	281	111	170	0
002156	2016-12-31	1	2	S5206	截止报告期末累计已授权	16	16	0	0
002156	2016-12-31	1	1	S5201	已申请	72			
002156	2016-12-31	1	1	S5205	截止报告期末累计已被受理	645			
002158	2016-12-31	1	1	S5204	截至报告期末累计获得	64	5	52	7
002160	2016-12-31	1	1	S5202	已获得	6	2	4	0
002160	2016-12-31	1	1	S5201	已申请	10	4	6	0
002161	2016-12-31	1	1	S5204	截至报告期末累计获得	311	55	207	49
002163	2016-12-31	1	1	S5206	截止报告期末累计已授权	166	33		
002163	2016-12-31	1	1	S5203	已授权	42	10		
002163	2016-12-31	1	1	S5201	已申请	53	28	25	0
002164	2016-12-31	1	1	S5204	截至报告期末累计获得	66	10		
002164	2016-12-31	1	1	S5203	已授权	7	2	5	0
002165	2016-12-31	1	1	S5206	截止报告期末累计已授权	37	31	6	0
002165	2016-12-31	1	1	S5201	已申请	6	6	0	0
002165	2016-12-31	1	1	S5203	已授权	6	6		0
002166	2016-12-31	1	1	S5206	截止报告期末累计已授权	44	44	0	0
002166	2016-12-31	1	1	S5205	截止报告期末累计已被受理	15			
002167	2016-12-31	1	1	S5201	已申请	5	3	2	0
002169	2016-12-31	1	1	S5204	截至报告期末累计获得	125	29	88	8
002170	2016-12-31	1	1	S5201	已申请	175	124	43	8
002170	2016-12-31	1	1	S5203	已授权	35	15	20	0
002170	2016-12-31	1	1	S5204	截至报告期末累计获得	82	82	0	0
002170	2016-12-31	1	2	S5204	截至报告期末累计获得	1	1	0	0
002171	2016-12-31	1	1	S5201	已申请	54	29		
002175	2016-12-31	1	1	S5201	已申请	4	1	2	1
002176	2016-12-31	1	1	S5204	截至报告期末累计获得	99	10	81	8
002177	2016-12-31	1	1	S5202	已获得	39		35	4
002178	2016-12-31	1	1	S5201	已申请	8	5	3	0
002180	2016-12-31	1	1	S5206	截止报告期末累计已授权	3461	2682	561	218
002182	2016-12-31	1	1	S5203	已授权	26	1	25	0
002184	2016-12-31	1	1	S5205	截止报告期末累计已被受理	274	57	194	23
002184	2016-12-31	1	1	S5206	截止报告期末累计已授权	214	16	177	21
002188	2016-12-31	1	1	S5204	截至报告期末累计获得	44	4	39	1
002188	2016-12-31	1	1	S5205	截止报告期末累计已被受理	7	7	0	0
002189	2016-12-31	1	1	S5201	已申请	10	3	7	0
002191	2016-12-31	1	1	S5201	已申请	173	37		3
002191	2016-12-31	1	1	S5202	已获得	174	25		1
002191	2016-12-31	1	1	S5206	截止报告期末累计已授权	478	69		1
002192	2016-12-31	1	1	S5201	已申请	20	6	14	0
002192	2016-12-31	1	1	S5203	已授权	15	3	12	0
002192	2016-12-31	1	1	S5205	截止报告期末累计已被受理	97			
002192	2016-12-31	1	1	S5204	截至报告期末累计获得	71			
002196	2016-12-31	1	1	S5201	已申请	7	7	0	0
002197	2016-12-31	1	1	S5204	截至报告期末累计获得	174	25	121	25
002197	2016-12-31	1	1	S5205	截止报告期末累计已被受理	46	35	8	3
002197	2016-12-31	1	1	S5201	已申请	35	18	11	6
002197	2016-12-31	1	1	S5202	已获得	8	4	3	1
002197	2016-12-31	1	2	S5203	已授权	2	2	0	0
002198	2016-12-31	1	1	S5201	已申请	2			
002199	2016-12-31	1	1	S5206	截止报告期末累计已授权	33	1	32	0
002201	2016-12-31	1	1	S5204	截至报告期末累计获得	80			
002201	2016-12-31	1	1	S5206	截止报告期末累计已授权	39	18	21	0
002201	2016-12-31	1	1	S5205	截止报告期末累计已被受理	15	15	0	0
002202	2016-12-31	1	1	S5206	截止报告期末累计已授权	936	227		
002203	2016-12-31	1	1	S5201	已申请	12			
002203	2016-12-31	1	1	S5204	截至报告期末累计获得	107	23		
002203	2016-12-31	1	1	S5205	截止报告期末累计已被受理	1414	50		
002204	2016-12-31	1	1	S5205	截止报告期末累计已被受理	50	50	0	0
002205	2016-12-31	1	1	S5204	截至报告期末累计获得	82	6		
002209	2016-12-31	1	1	S5201	已申请	137			
002209	2016-12-31	1	1	S5203	已授权	127	43	84	0
002209	2016-12-31	1	2	S5203	已授权	2	0	2	0
002209	2016-12-31	1	1	S5205	截止报告期末累计已被受理	756			
002209	2016-12-31	1	1	S5206	截止报告期末累计已授权	441	125	314	2
002209	2016-12-31	1	2	S5205	截止报告期末累计已被受理	9			
002209	2016-12-31	1	2	S5206	截止报告期末累计已授权	8			
002214	2016-12-31	1	1	S5204	截至报告期末累计获得	25	17	4	4
002218	2016-12-31	1	1	S5201	已申请	75			
002218	2016-12-31	1	1	S5206	截止报告期末累计已授权	269	22	236	11
002219	2016-12-31	1	1	S5202	已获得	21			
002222	2016-12-31	1	1	S5203	已授权	15	7	8	
002224	2016-12-31	1	1	S5204	截至报告期末累计获得	81	3	23	9
002225	2016-12-31	1	1	S5201	已申请	13			
002225	2016-12-31	1	1	S5204	截至报告期末累计获得	180	42	138	
002226	2016-12-31	1	1	S5203	已授权	57	15	42	
002227	2016-12-31	1	1	S5203	已授权	23			
002227	2016-12-31	1	1	S5201	已申请	26			
002232	2016-12-31	1	1	S5206	截止报告期末累计已授权	38			
002232	2016-12-31	1	1	S5203	已授权	2			
002237	2016-12-31	1	1	S5204	截至报告期末累计获得	17	7	10	
002237	2016-12-31	1	1	S5201	已申请	3	1	2	
002237	2016-12-31	1	1	S5203	已授权	2	0	2	
002239	2016-12-31	1	1	S5204	截至报告期末累计获得	204	25		
002239	2016-12-31	1	1	S5202	已获得	45	3		
002241	2016-12-31	1	1	S5205	截止报告期末累计已被受理	7107	3141		
002241	2016-12-31	1	2	S5205	截止报告期末累计已被受理	749			
002241	2016-12-31	1	1	S5206	截止报告期末累计已授权	3636	543		
002241	2016-12-31	1	1	S5203	已授权	243	243	0	0
002241	2016-12-31	1	1	S5201	已申请	2669	1190		
002242	2016-12-31	1	1	S5201	已申请	1020	73	802	145
002242	2016-12-31	1	1	S5204	截至报告期末累计获得	3008	157	2349	502
002243	2016-12-31	1	1	S5201	已申请	28	15		
002243	2016-12-31	1	1	S5202	已获得	29	12		
002243	2016-12-31	1	1	S5205	截止报告期末累计已被受理	447	115		
002243	2016-12-31	1	1	S5204	截至报告期末累计获得	387	62		
002247	2016-12-31	1	1	S5201	已申请	50			
002247	2016-12-31	1	1	S5203	已授权	42			
002248	2016-12-31	1	1	S5204	截至报告期末累计获得	169	26	140	
002249	2016-12-31	1	1	S5205	截止报告期末累计已被受理	1737			
002249	2016-12-31	1	1	S5206	截止报告期末累计已授权	1173	262		
002250	2016-12-31	1	1	S5204	截至报告期末累计获得	68	38	30	0
002250	2016-12-31	1	1	S5205	截止报告期末累计已被受理	34	34	0	0
002250	2016-12-31	1	2	S5204	截至报告期末累计获得	6	6	0	0
002253	2016-12-31	1	1	S5206	截止报告期末累计已授权	63	63	0	0
002253	2016-12-31	1	1	S5203	已授权	8	8	0	0
002254	2016-12-31	1	1	S5204	截至报告期末累计获得	44	34	10	0
002255	2016-12-31	1	1	S5203	已授权	10			
002255	2016-12-31	1	1	S5201	已申请	9			
002256	2016-12-31	1	1	S5202	已获得	3	3		
002260	2016-12-31	1	1	S5202	已获得	28	7	17	4
002262	2016-12-31	1	1	S5206	截止报告期末累计已授权	10	7	0	3
002262	2016-12-31	1	2	S5206	截止报告期末累计已授权	4	4	0	0
002263	2016-12-31	1	1	S5202	已获得	6	6	0	0
002263	2016-12-31	1	1	S5201	已申请	5			
002266	2016-12-31	1	1	S5204	截至报告期末累计获得	89	12	77	
002266	2016-12-31	1	1	S5205	截止报告期末累计已被受理	4			
002266	2016-12-31	1	1	S5206	截止报告期末累计已授权	8			
002271	2016-12-31	1	1	S5201	已申请	227	111	89	27
002271	2016-12-31	1	1	S5203	已授权	79	28	47	4
002271	2016-12-31	1	2	S5201	已申请	2			
002272	2016-12-31	1	1	S5204	截至报告期末累计获得	107	30	72	5
002272	2016-12-31	1	1	S5202	已获得	11	0	8	3
002273	2016-12-31	1	1	S5201	已申请	59			
